Order Date,Ship Date,Ship Mode,Segment,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Delivery Days,Unit Cost,Order Month,Order Month Name,Order Year
12/12/2016,12/18/2016,Standard Class,Home Office,Michigan,49201,Central,Office Supplies,Storage,26.86,2,0,6.715,6,10.0725,12,December,2016
4/11/2014,4/16/2014,Standard Class,Consumer,Idaho,83501,West,Office Supplies,Binders,9.584,1,0.2,3.3544,5,6.2296,4,April,2014
6/9/2015,6/15/2015,Standard Class,Home Office,Virginia,23666,South,Office Supplies,Binders,113.1,3,0,56.55,6,18.85,6,June,2015
7/27/2014,8/2/2014,Standard Class,Corporate,New York,10035,East,Office Supplies,Paper,65.78,11,0,32.2322,6,3.0498,7,July,2014
7/31/2015,8/6/2015,Standard Class,Corporate,Mississippi,39401,South,Technology,Accessories,239.7,6,0,105.468,6,22.372,7,July,2015
9/19/2016,9/22/2016,First Class,Home Office,Pennsylvania,19140,East,Furniture,Furnishings,25.632,3,0.2,3.8448,3,7.2624,9,September,2016
6/10/2016,6/12/2016,First Class,Consumer,Pennsylvania,19140,East,Office Supplies,Labels,23.616,8,0.2,7.9704,2,1.9557,6,June,2016
8/26/2016,8/28/2016,Second Class,Corporate,California,90045,West,Office Supplies,Art,8.26,2,0,3.7996,2,2.2302,8,August,2016
11/2/2017,11/4/2017,Second Class,Home Office,California,94526,West,Office Supplies,Envelopes,76.58,7,0,38.29,2,5.47,11,November,2017
11/2/2017,11/4/2017,Second Class,Home Office,California,94526,West,Office Supplies,Art,8.8,5,0,4.224,2,0.9152,11,November,2017
11/2/2017,11/4/2017,Second Class,Home Office,California,94526,West,Office Supplies,Binders,590.352,6,0.2,206.6232,2,63.9548,11,November,2017
11/2/2017,11/4/2017,Second Class,Home Office,California,94526,West,Office Supplies,Fasteners,5.58,3,0,0.1674,2,1.8042,11,November,2017
11/2/2017,11/4/2017,Second Class,Home Office,California,94526,West,Furniture,Furnishings,25.02,3,0,10.5084,2,4.8372,11,November,2017
11/2/2017,11/4/2017,Second Class,Home Office,California,94526,West,Office Supplies,Storage,452.55,7,0,22.6275,2,61.4175,11,November,2017
12/26/2016,12/31/2016,Standard Class,Corporate,California,90004,West,Office Supplies,Supplies,17.76,2,0,4.9728,5,6.3936,12,December,2016
12/26/2016,12/31/2016,Standard Class,Corporate,California,90004,West,Technology,Phones,302.384,2,0.2,30.2384,5,136.0728,12,December,2016
12/26/2016,12/31/2016,Standard Class,Corporate,California,90004,West,Furniture,Chairs,146.352,3,0.2,-5.4882,5,50.6134,12,December,2016
12/26/2016,12/31/2016,Standard Class,Corporate,California,90004,West,Office Supplies,Appliances,7.9,2,0,2.054,5,2.923,12,December,2016
12/26/2016,12/31/2016,Standard Class,Corporate,California,90004,West,Furniture,Tables,902.712,3,0.2,33.8517,5,289.6201,12,December,2016
12/26/2016,12/31/2016,Standard Class,Corporate,California,90004,West,Office Supplies,Art,53.97,3,0,15.1116,5,12.9528,12,December,2016
12/5/2016,12/10/2016,Second Class,Home Office,District of Columbia,20016,East,Office Supplies,Art,33.92,8,0,13.2288,5,2.5864,12,December,2016
8/28/2017,9/1/2017,Standard Class,Home Office,Wisconsin,53209,Central,Office Supplies,Supplies,21.81,3,0,5.8887,4,5.3071,8,August,2017
8/28/2017,9/1/2017,Standard Class,Home Office,Wisconsin,53209,Central,Office Supplies,Appliances,91.6,5,0,26.564,4,13.0072,8,August,2017
7/16/2015,7/20/2015,Standard Class,Home Office,Maryland,21215,East,Furniture,Chairs,150.98,1,0,43.7842,4,107.1958,7,July,2015
7/16/2015,7/20/2015,Standard Class,Home Office,Maryland,21215,East,Office Supplies,Envelopes,137.25,9,0,63.135,4,8.235,7,July,2015
7/16/2015,7/20/2015,Standard Class,Home Office,Maryland,21215,East,Office Supplies,Fasteners,11.52,4,0,5.4144,4,1.5264,7,July,2015
5/26/2015,5/29/2015,Second Class,Home Office,North Carolina,28540,South,Office Supplies,Paper,18.272,1,0.2,5.9384,3,12.3336,5,May,2015
5/26/2015,5/29/2015,Second Class,Home Office,North Carolina,28540,South,Office Supplies,Paper,153.728,4,0.2,53.8048,3,24.9808,5,May,2015
5/26/2015,5/29/2015,Second Class,Home Office,North Carolina,28540,South,Office Supplies,Envelopes,12.224,2,0.2,4.4312,3,3.8964,5,May,2015
5/26/2015,5/29/2015,Second Class,Home Office,North Carolina,28540,South,Technology,Accessories,167.944,7,0.2,50.3832,3,16.7944,5,May,2015
5/28/2015,6/2/2015,Standard Class,Consumer,New York,14609,East,Technology,Phones,45.99,1,0,13.3371,5,32.6529,5,May,2015
5/28/2015,6/2/2015,Standard Class,Consumer,New York,14609,East,Office Supplies,Storage,535.41,3,0,160.623,5,124.929,5,May,2015
5/28/2015,6/2/2015,Standard Class,Consumer,New York,14609,East,Office Supplies,Binders,6.096,2,0.2,2.0574,5,2.0193,5,May,2015
5/28/2015,6/2/2015,Standard Class,Consumer,New York,14609,East,Office Supplies,Paper,45.36,7,0,21.7728,5,3.3696,5,May,2015
11/9/2017,11/14/2017,Standard Class,Consumer,California,92054,West,Furniture,Furnishings,47.12,8,0,20.7328,5,3.2984,11,November,2017
1/24/2016,1/26/2016,Second Class,Corporate,Mississippi,39503,South,Office Supplies,Binders,31.36,4,0,15.68,2,3.92,1,January,2016
12/31/2016,1/6/2017,Standard Class,Consumer,Florida,32216,South,Office Supplies,Art,47.616,3,0.2,3.5712,6,14.6816,12,December,2016
12/31/2016,1/6/2017,Standard Class,Consumer,Florida,32216,South,Office Supplies,Paper,23.48,5,0.2,8.218,6,3.0524,12,December,2016
9/5/2016,9/10/2016,Standard Class,Home Office,Texas,77070,Central,Office Supplies,Appliances,62.79,3,0.8,-166.3935,5,76.3945,9,September,2016
9/5/2016,9/10/2016,Standard Class,Home Office,Texas,77070,Central,Office Supplies,Fasteners,28.44,9,0.2,4.266,5,2.686,9,September,2016
9/4/2015,9/7/2015,Second Class,Corporate,Texas,77095,Central,Technology,Accessories,134.376,3,0.2,6.7188,3,42.5524,9,September,2015
9/21/2015,9/26/2015,Standard Class,Home Office,Massachusetts,2149,East,Technology,Phones,589.9,2,0,147.475,5,221.2125,9,September,2015
9/21/2015,9/26/2015,Standard Class,Home Office,Massachusetts,2149,East,Furniture,Chairs,542.94,3,0,141.1644,5,133.9252,9,September,2015
12/24/2017,12/25/2017,First Class,Home Office,California,90049,West,Technology,Copiers,2879.952,6,0.2,1007.9832,1,311.9948,12,December,2017
12/24/2017,12/25/2017,First Class,Home Office,California,90049,West,Office Supplies,Binders,90.48,3,0.2,33.93,1,18.85,12,December,2017
10/5/2015,10/8/2015,Second Class,Corporate,Delaware,19805,East,Office Supplies,Storage,77.55,5,0,21.714,3,11.1672,10,October,2015
9/9/2017,9/14/2017,Standard Class,Consumer,Tennessee,38401,South,Office Supplies,Supplies,8.832,3,0.2,-1.9872,5,3.6064,9,September,2017
9/9/2017,9/14/2017,Standard Class,Consumer,Tennessee,38401,South,Office Supplies,Paper,177.536,4,0.2,62.1376,5,28.8496,9,September,2017
9/9/2017,9/14/2017,Standard Class,Consumer,Tennessee,38401,South,Office Supplies,Storage,258.48,2,0.2,-3.231,5,130.8555,9,September,2017
9/9/2017,9/14/2017,Standard Class,Consumer,Tennessee,38401,South,Furniture,Furnishings,14.136,3,0.2,4.2408,5,3.2984,9,September,2017
11/13/2016,11/18/2016,Standard Class,Corporate,New York,10011,East,Office Supplies,Storage,77.55,5,0,20.163,5,11.4774,11,November,2016
11/13/2016,11/18/2016,Standard Class,Corporate,New York,10011,East,Office Supplies,Storage,24.88,2,0,6.9664,5,8.9568,11,November,2016
11/13/2016,11/18/2016,Standard Class,Corporate,New York,10011,East,Office Supplies,Art,140.75,5,0,39.41,5,20.268,11,November,2016
11/13/2016,11/18/2016,Standard Class,Corporate,New York,10011,East,Office Supplies,Storage,36.63,3,0,9.8901,5,8.9133,11,November,2016
10/15/2015,10/15/2015,Same Day,Consumer,Michigan,48858,Central,Furniture,Furnishings,17.14,2,0,6.1704,0,5.4848,10,October,2015
8/3/2017,8/8/2017,Second Class,Consumer,California,94122,West,Office Supplies,Labels,51.75,5,0,24.84,5,5.382,8,August,2017
8/3/2017,8/8/2017,Second Class,Consumer,California,94122,West,Furniture,Furnishings,123.96,3,0,11.1564,5,37.6012,8,August,2017
8/21/2015,8/26/2015,Standard Class,Corporate,California,94122,West,Furniture,Bookcases,586.398,6,0.15,34.494,5,91.984,8,August,2015
8/21/2015,8/26/2015,Standard Class,Corporate,California,94122,West,Office Supplies,Storage,80.98,1,0,3.2392,5,77.7408,8,August,2015
3/12/2017,3/17/2017,Standard Class,Corporate,California,94122,West,Office Supplies,Storage,242.94,3,0,9.7176,5,77.7408,3,March,2017
4/27/2017,4/29/2017,First Class,Consumer,California,90045,West,Office Supplies,Art,123.92,4,0,33.4584,2,22.6154,4,April,2017
4/27/2017,4/29/2017,First Class,Consumer,California,90045,West,Office Supplies,Art,12.39,3,0,5.6994,2,2.2302,4,April,2017
4/27/2017,4/29/2017,First Class,Consumer,California,90045,West,Office Supplies,Art,47.3,2,0,12.298,2,17.501,4,April,2017
9/11/2016,9/16/2016,Standard Class,Consumer,Virginia,23602,South,Technology,Copiers,1599.92,8,0,751.9624,5,105.9947,9,September,2016
9/11/2016,9/16/2016,Standard Class,Consumer,Virginia,23602,South,Office Supplies,Envelopes,11.09,1,0,5.4341,5,5.6559,9,September,2016
10/22/2017,10/24/2017,Second Class,Consumer,Colorado,80525,West,Office Supplies,Binders,3.168,4,0.7,-2.5344,2,1.4256,10,October,2017
10/22/2017,10/24/2017,Second Class,Consumer,Colorado,80525,West,Furniture,Chairs,579.136,4,0.2,-28.9568,2,152.0232,10,October,2017
8/2/2015,8/6/2015,Standard Class,Consumer,Washington,98105,West,Office Supplies,Binders,6.368,2,0.2,2.1492,4,2.1094,8,August,2015
8/2/2015,8/6/2015,Standard Class,Consumer,Washington,98105,West,Technology,Machines,558.4,2,0.2,41.88,4,258.26,8,August,2015
8/12/2016,8/16/2016,Standard Class,Home Office,New York,10011,East,Furniture,Chairs,145.764,2,0.1,-8.098,4,76.931,8,August,2016
5/30/2014,6/5/2014,Standard Class,Corporate,Virginia,23223,South,Office Supplies,Paper,13.62,3,0,6.129,6,2.497,5,May,2014
4/26/2016,5/1/2016,Standard Class,Home Office,New York,10009,East,Furniture,Chairs,434.646,3,0.1,62.7822,5,123.9546,4,April,2016
5/14/2017,5/19/2017,Standard Class,Corporate,Washington,98103,West,Office Supplies,Paper,440.19,9,0,206.8893,5,25.9223,5,May,2017
5/14/2017,5/19/2017,Standard Class,Corporate,Washington,98103,West,Office Supplies,Supplies,64.4,5,0,1.932,5,12.4936,5,May,2017
4/8/2017,4/12/2017,Standard Class,Home Office,California,94110,West,Office Supplies,Paper,244.55,5,0,114.9385,4,25.9223,4,April,2017
4/8/2017,4/12/2017,Standard Class,Home Office,California,94110,West,Office Supplies,Paper,195.76,4,0,97.88,4,24.47,4,April,2017
2/17/2017,2/23/2017,Standard Class,Home Office,New Jersey,8861,East,Office Supplies,Paper,11.76,2,0,5.7624,6,2.9988,2,February,2017
2/17/2017,2/23/2017,Standard Class,Home Office,New Jersey,8861,East,Office Supplies,Storage,166.45,5,0,39.948,6,25.3004,2,February,2017
6/24/2017,6/26/2017,Second Class,Consumer,California,94110,West,Office Supplies,Fasteners,2.88,1,0,1.3536,2,1.5264,6,June,2017
5/5/2014,5/10/2014,Standard Class,Corporate,Illinois,61032,Central,Office Supplies,Storage,45.248,2,0.2,3.9592,5,20.6444,5,May,2014
5/3/2015,5/7/2015,Standard Class,Consumer,Pennsylvania,19140,East,Office Supplies,Art,59.904,2,0.2,14.2272,4,22.8384,5,May,2015
5/3/2015,5/7/2015,Standard Class,Consumer,Pennsylvania,19140,East,Office Supplies,Appliances,23.696,2,0.2,6.5164,4,8.5898,5,May,2015
5/3/2015,5/7/2015,Standard Class,Consumer,Pennsylvania,19140,East,Office Supplies,Paper,7.968,2,0.2,2.8884,4,2.5398,5,May,2015
5/3/2015,5/7/2015,Standard Class,Consumer,Pennsylvania,19140,East,Office Supplies,Appliances,18.2,7,0.2,2.0475,4,2.3075,5,May,2015
5/3/2015,5/7/2015,Standard Class,Consumer,Pennsylvania,19140,East,Technology,Accessories,27.552,3,0.2,-0.3444,4,9.2988,5,May,2015
5/3/2015,5/7/2015,Standard Class,Consumer,Pennsylvania,19140,East,Furniture,Chairs,844.116,6,0.3,-36.1764,4,146.7154,5,May,2015
5/3/2015,5/7/2015,Standard Class,Consumer,Pennsylvania,19140,East,Office Supplies,Storage,76.752,3,0.2,-9.594,4,28.782,5,May,2015
9/18/2016,9/22/2016,Standard Class,Consumer,Florida,32216,South,Office Supplies,Labels,3,1,0.2,1.05,4,1.95,9,September,2016
9/22/2016,9/26/2016,Standard Class,Consumer,Florida,33024,South,Office Supplies,Binders,7.506,9,0.7,-6.0048,4,1.5012,9,September,2016
9/22/2016,9/26/2016,Standard Class,Consumer,Florida,33024,South,Office Supplies,Labels,16.56,2,0.2,5.796,4,5.382,9,September,2016
1/10/2016,1/17/2016,Standard Class,Corporate,Washington,98115,West,Furniture,Furnishings,79.92,4,0,34.3656,7,11.3886,1,January,2016
1/10/2016,1/17/2016,Standard Class,Corporate,Washington,98115,West,Technology,Accessories,69.98,2,0,13.2962,7,28.3419,1,January,2016
5/6/2017,5/11/2017,Standard Class,Corporate,Texas,76106,Central,Office Supplies,Binders,11.06,10,0.8,-18.802,5,2.9862,5,May,2017
5/6/2017,5/11/2017,Standard Class,Corporate,Texas,76106,Central,Furniture,Bookcases,623.4648,7,0.32,-119.1918,5,106.0938,5,May,2017
5/6/2017,5/11/2017,Standard Class,Corporate,Texas,76106,Central,Office Supplies,Storage,772.68,5,0.2,-57.951,5,166.1262,5,May,2017
7/31/2016,8/6/2016,Standard Class,Consumer,Michigan,48205,Central,Office Supplies,Appliances,283.14,4,0.1,72.358,6,52.6955,7,July,2016
7/31/2016,8/6/2016,Standard Class,Consumer,Michigan,48205,Central,Technology,Phones,635.96,4,0,165.3496,6,117.6526,7,July,2016
7/31/2016,8/6/2016,Standard Class,Consumer,Michigan,48205,Central,Technology,Phones,118.99,1,0,33.3172,6,85.6728,7,July,2016
7/31/2016,8/6/2016,Standard Class,Consumer,Michigan,48205,Central,Furniture,Furnishings,272.94,3,0,30.0234,6,80.9722,7,July,2016
3/27/2017,3/29/2017,Second Class,Consumer,Pennsylvania,19120,East,Furniture,Furnishings,15.008,2,0.2,1.5008,2,6.7536,3,March,2017
3/14/2014,3/19/2014,Standard Class,Consumer,Utah,84321,West,Office Supplies,Binders,33.088,4,0.2,11.1672,5,5.4802,3,March,2014
3/14/2014,3/19/2014,Standard Class,Consumer,Utah,84321,West,Office Supplies,Storage,80.98,1,0,3.2392,5,77.7408,3,March,2014
3/14/2014,3/19/2014,Standard Class,Consumer,Utah,84321,West,Technology,Accessories,82.8,12,0,6.624,5,6.348,3,March,2014
3/14/2014,3/19/2014,Standard Class,Consumer,Utah,84321,West,Office Supplies,Storage,21.36,2,0,5.7672,5,7.7964,3,March,2014
3/14/2014,3/19/2014,Standard Class,Consumer,Utah,84321,West,Office Supplies,Binders,62.048,2,0.2,20.1656,5,20.9412,3,March,2014
7/14/2016,7/18/2016,Second Class,Consumer,New York,13021,East,Office Supplies,Fasteners,29.61,9,0,13.3245,4,1.8095,7,July,2016
12/1/2016,12/1/2016,Same Day,Consumer,North Carolina,27604,South,Technology,Phones,863.928,9,0.2,86.3928,0,86.3928,12,December,2016
8/29/2016,9/3/2016,Standard Class,Corporate,Pennsylvania,19120,East,Furniture,Tables,241.92,4,0.4,-56.448,5,74.592,8,August,2016
8/29/2016,9/3/2016,Standard Class,Corporate,Pennsylvania,19120,East,Furniture,Bookcases,163.88,4,0.5,-81.94,5,61.455,8,August,2016
8/29/2016,9/3/2016,Standard Class,Corporate,Pennsylvania,19120,East,Office Supplies,Binders,3.486,2,0.7,-2.7888,5,3.1374,8,August,2016
8/29/2016,9/3/2016,Standard Class,Corporate,Pennsylvania,19120,East,Office Supplies,Fasteners,10.584,7,0.2,-2.3814,5,1.8522,8,August,2016
6/24/2016,6/30/2016,Standard Class,Consumer,Indiana,47374,Central,Technology,Phones,440.91,9,0,123.4548,6,35.2728,6,June,2016
3/30/2017,4/3/2017,Standard Class,Consumer,Pennsylvania,17602,East,Office Supplies,Binders,5.715,5,0.7,-4.7625,4,2.0955,3,March,2017
12/20/2014,12/22/2014,First Class,Consumer,Arizona,85705,West,Furniture,Furnishings,51.968,2,0.2,10.3936,2,20.7872,12,December,2014
12/20/2014,12/22/2014,First Class,Consumer,Arizona,85705,West,Technology,Accessories,71.976,3,0.2,21.5928,2,16.7944,12,December,2014
12/20/2014,12/22/2014,First Class,Consumer,Arizona,85705,West,Furniture,Chairs,242.352,3,0.2,-42.4116,2,94.9212,12,December,2014
12/20/2014,12/22/2014,First Class,Consumer,Arizona,85705,West,Office Supplies,Paper,221.92,5,0.2,77.672,2,28.8496,12,December,2014
12/20/2014,12/22/2014,First Class,Consumer,Arizona,85705,West,Office Supplies,Paper,8.448,2,0.2,2.64,2,2.904,12,December,2014
12/17/2015,12/17/2015,Same Day,Consumer,Michigan,48205,Central,Office Supplies,Binders,29.52,4,0,14.4648,0,3.7638,12,December,2015
12/17/2015,12/17/2015,Same Day,Consumer,Michigan,48205,Central,Furniture,Chairs,302.94,3,0,48.4704,0,84.8232,12,December,2015
12/17/2015,12/17/2015,Same Day,Consumer,Michigan,48205,Central,Furniture,Chairs,142.36,2,0,38.4372,0,51.9614,12,December,2015
12/17/2015,12/17/2015,Same Day,Consumer,Michigan,48205,Central,Furniture,Chairs,546.66,9,0,136.665,0,45.555,12,December,2015
12/17/2015,12/17/2015,Same Day,Consumer,Michigan,48205,Central,Furniture,Furnishings,212.13,3,0,14.8491,0,65.7603,12,December,2015
5/11/2017,5/17/2017,Standard Class,Home Office,Texas,78745,Central,Office Supplies,Art,5.248,2,0.2,0.5904,6,2.3288,5,May,2017
5/11/2017,5/17/2017,Standard Class,Home Office,Texas,78745,Central,Office Supplies,Storage,74.416,2,0.2,-14.8832,6,44.6496,5,May,2017
5/11/2017,5/17/2017,Standard Class,Home Office,Texas,78745,Central,Office Supplies,Paper,6.848,2,0.2,2.14,6,2.354,5,May,2017
5/11/2017,5/17/2017,Standard Class,Home Office,Texas,78745,Central,Furniture,Furnishings,7.996,1,0.6,-6.9965,6,14.9925,5,May,2017
6/24/2016,6/28/2016,Standard Class,Corporate,Texas,77095,Central,Office Supplies,Appliances,8.712,2,0.8,-19.602,4,14.157,6,June,2016
5/17/2016,5/18/2016,First Class,Consumer,Connecticut,6708,East,Office Supplies,Supplies,65.17,7,0,18.8993,1,6.6101,5,May,2016
5/17/2016,5/18/2016,First Class,Consumer,Connecticut,6708,East,Office Supplies,Labels,14.62,2,0,6.8714,1,3.8743,5,May,2016
5/17/2016,5/18/2016,First Class,Consumer,Connecticut,6708,East,Furniture,Furnishings,173.24,4,0,17.324,1,38.979,5,May,2016
6/29/2017,6/30/2017,First Class,Consumer,California,90049,West,Office Supplies,Binders,895.92,5,0.2,302.373,1,118.7094,6,June,2017
6/29/2017,6/30/2017,First Class,Consumer,California,90049,West,Office Supplies,Storage,130.71,3,0,39.213,1,30.499,6,June,2017
6/29/2017,6/30/2017,First Class,Consumer,California,90049,West,Office Supplies,Art,11.68,2,0,3.0368,1,4.3216,6,June,2017
6/29/2017,6/30/2017,First Class,Consumer,California,90049,West,Technology,Accessories,62.31,3,0,22.4316,1,13.2928,6,June,2017
3/31/2014,3/31/2014,Same Day,Consumer,Pennsylvania,19120,East,Office Supplies,Binders,0.852,1,0.7,-0.5964,0,1.4484,3,March,2014
12/16/2014,12/21/2014,Standard Class,Consumer,Texas,77340,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,5,3.3696,12,December,2014
12/16/2014,12/21/2014,Standard Class,Consumer,Texas,77340,Central,Furniture,Furnishings,56.568,2,0.6,-74.9526,5,65.7603,12,December,2014
5/18/2017,5/20/2017,First Class,Consumer,Oregon,97206,West,Technology,Phones,344.704,2,0.2,38.7792,2,152.9624,5,May,2017
5/12/2015,5/16/2015,Standard Class,Consumer,Colorado,80027,West,Technology,Phones,201.584,2,0.2,20.1584,4,90.7128,5,May,2015
12/3/2017,12/7/2017,Second Class,Home Office,Washington,98115,West,Furniture,Tables,521.96,2,0,88.7332,4,216.6134,12,December,2017
12/12/2015,12/17/2015,Standard Class,Consumer,Maryland,21215,East,Office Supplies,Art,8.22,3,0,2.2194,5,2.0002,12,December,2015
10/10/2015,10/11/2015,First Class,Corporate,California,94109,West,Office Supplies,Paper,45.36,7,0,21.7728,1,3.3696,10,October,2015
4/18/2015,4/20/2015,Second Class,Home Office,California,90004,West,Office Supplies,Storage,947.17,7,0,9.4717,2,133.9569,4,April,2015
4/18/2015,4/20/2015,Second Class,Home Office,California,90004,West,Office Supplies,Paper,61.96,2,0,27.882,2,17.039,4,April,2015
6/7/2014,6/11/2014,Second Class,Consumer,Illinois,60505,Central,Furniture,Tables,268.935,3,0.5,-209.7693,4,159.5681,6,June,2014
9/1/2017,9/7/2017,Standard Class,Home Office,Washington,98103,West,Office Supplies,Art,7.58,1,0,2.9562,6,4.6238,9,September,2017
5/22/2016,5/22/2016,Same Day,Consumer,Georgia,30605,South,Office Supplies,Labels,14.73,3,0,7.2177,0,2.5041,5,May,2016
11/11/2016,11/15/2016,Standard Class,Home Office,Florida,32712,South,Office Supplies,Binders,9.888,2,0.7,-6.9216,4,8.4048,11,November,2016
11/11/2016,11/15/2016,Standard Class,Home Office,Florida,32712,South,Office Supplies,Appliances,671.544,3,0.2,50.3658,4,207.0594,11,November,2016
11/25/2014,11/29/2014,Second Class,Home Office,New York,10009,East,Office Supplies,Storage,1117.92,4,0,55.896,4,265.506,11,November,2014
11/25/2014,11/29/2014,Second Class,Home Office,New York,10009,East,Furniture,Bookcases,275.952,3,0.2,-37.9434,4,104.6318,11,November,2014
11/7/2014,11/12/2014,Standard Class,Consumer,California,94110,West,Office Supplies,Binders,123.144,7,0.2,46.179,5,10.995,11,November,2014
7/18/2016,7/23/2016,Second Class,Consumer,Texas,75217,Central,Technology,Accessories,15.576,3,0.2,3.3099,5,4.0887,7,July,2016
3/29/2015,3/31/2015,Second Class,Consumer,California,92105,West,Office Supplies,Paper,212.64,6,0,99.9408,2,18.7832,3,March,2015
3/29/2015,3/31/2015,Second Class,Consumer,California,92105,West,Office Supplies,Paper,9.87,3,0,4.5402,2,1.7766,3,March,2015
3/29/2015,3/31/2015,Second Class,Consumer,California,92105,West,Technology,Accessories,53.25,3,0,20.7675,2,10.8275,3,March,2015
3/29/2015,3/31/2015,Second Class,Consumer,California,92105,West,Furniture,Furnishings,19.92,3,0,9.5616,2,3.4528,3,March,2015
4/7/2016,4/12/2016,Standard Class,Corporate,New York,10035,East,Furniture,Chairs,658.746,3,0.1,146.388,5,170.786,4,April,2016
6/13/2015,6/19/2015,Standard Class,Home Office,Maine,4240,East,Office Supplies,Binders,8.26,2,0,3.8822,6,2.1889,6,June,2015
6/13/2015,6/19/2015,Standard Class,Home Office,Maine,4240,East,Office Supplies,Binders,29.84,2,0,13.428,6,8.206,6,June,2015
6/13/2015,6/19/2015,Standard Class,Home Office,Maine,4240,East,Technology,Accessories,67.98,2,0,14.9556,6,26.5122,6,June,2015
2/18/2015,2/24/2015,Standard Class,Consumer,California,90805,West,Office Supplies,Labels,61.06,2,0,28.0876,6,16.4862,2,February,2015
2/18/2015,2/24/2015,Standard Class,Consumer,California,90805,West,Furniture,Tables,35.544,1,0.2,-0.8886,6,36.4326,2,February,2015
11/12/2017,11/16/2017,Standard Class,Consumer,Washington,98115,West,Office Supplies,Labels,9.96,2,0,4.5816,4,2.6892,11,November,2017
11/12/2017,11/16/2017,Standard Class,Consumer,Washington,98115,West,Office Supplies,Art,9.21,3,0,2.3025,4,2.3025,11,November,2017
11/12/2017,11/16/2017,Standard Class,Consumer,Washington,98115,West,Office Supplies,Supplies,27.93,3,0,8.0997,4,6.6101,11,November,2017
3/5/2017,3/5/2017,Same Day,Consumer,Minnesota,55901,Central,Office Supplies,Fasteners,7.9,2,0,2.528,0,2.686,3,March,2017
3/5/2017,3/5/2017,Same Day,Consumer,Minnesota,55901,Central,Office Supplies,Storage,221.16,4,0,57.5016,0,40.9146,3,March,2017
3/5/2017,3/5/2017,Same Day,Consumer,Minnesota,55901,Central,Office Supplies,Binders,127.96,2,0,62.7004,0,32.6298,3,March,2017
3/5/2017,3/5/2017,Same Day,Consumer,Minnesota,55901,Central,Office Supplies,Binders,18.69,3,0,9.1581,0,3.1773,3,March,2017
3/3/2016,3/3/2016,Same Day,Corporate,California,94110,West,Office Supplies,Supplies,25.35,3,0,7.605,0,5.915,3,March,2016
3/3/2016,3/3/2016,Same Day,Corporate,California,94110,West,Furniture,Furnishings,35.28,3,0,11.9952,0,7.7616,3,March,2016
12/24/2016,12/25/2016,First Class,Corporate,Washington,98103,West,Office Supplies,Paper,33.4,5,0,16.032,1,3.4736,12,December,2016
10/7/2016,10/9/2016,First Class,Corporate,Washington,99207,West,Technology,Machines,837.6,3,0.2,62.82,2,258.26,10,October,2016
12/9/2016,12/13/2016,Standard Class,Consumer,Tennessee,37064,South,Technology,Phones,40.68,3,0.2,-9.153,4,16.611,12,December,2016
11/20/2017,11/24/2017,Standard Class,Consumer,Tennessee,38301,South,Furniture,Chairs,209.568,2,0.2,-23.5764,4,116.5722,11,November,2017
12/12/2015,12/16/2015,Standard Class,Consumer,Texas,78745,Central,Technology,Accessories,22.368,4,0.2,6.4308,4,3.9843,12,December,2015
2/3/2017,2/8/2017,Standard Class,Consumer,Florida,33024,South,Office Supplies,Binders,3.882,2,0.7,-2.588,5,3.235,2,February,2017
2/3/2017,2/8/2017,Standard Class,Consumer,Florida,33024,South,Office Supplies,Paper,115.296,3,0.2,40.3536,5,24.9808,2,February,2017
9/21/2017,9/25/2017,Standard Class,Consumer,Pennsylvania,19143,East,Office Supplies,Binders,1.908,2,0.7,-1.5264,4,1.7172,9,September,2017
4/30/2017,5/5/2017,Standard Class,Home Office,Illinois,61832,Central,Office Supplies,Binders,43.372,7,0.8,-69.3952,5,16.1096,4,April,2017
11/3/2014,11/7/2014,Standard Class,Consumer,New York,10009,East,Technology,Phones,783.96,4,0,219.5088,4,141.1128,11,November,2014
11/3/2014,11/7/2014,Standard Class,Consumer,New York,10009,East,Office Supplies,Binders,48.896,2,0.2,18.336,4,15.28,11,November,2014
11/3/2014,11/7/2014,Standard Class,Consumer,New York,10009,East,Office Supplies,Binders,7.856,2,0.2,2.8478,4,2.5041,11,November,2014
12/30/2016,1/4/2017,Standard Class,Consumer,Ohio,43229,East,Office Supplies,Labels,5.904,2,0.2,1.9926,5,1.9557,12,December,2016
12/30/2016,1/4/2017,Standard Class,Consumer,Ohio,43229,East,Office Supplies,Supplies,13.712,2,0.2,1.0284,5,6.3418,12,December,2016
9/17/2014,9/21/2014,Standard Class,Consumer,California,91911,West,Office Supplies,Envelopes,182.94,3,0,85.9818,4,32.3194,9,September,2014
11/24/2017,11/27/2017,First Class,Consumer,California,94110,West,Office Supplies,Art,27.76,4,0,9.9936,3,4.4416,11,November,2017
4/24/2015,4/28/2015,Standard Class,Home Office,New York,10009,East,Office Supplies,Art,25.99,1,0,7.5371,4,18.4529,4,April,2015
3/9/2015,3/12/2015,First Class,Corporate,Texas,78207,Central,Technology,Accessories,113.52,5,0.2,29.799,3,16.7442,3,March,2015
3/9/2015,3/12/2015,First Class,Corporate,Texas,78207,Central,Technology,Phones,359.88,3,0.2,22.4925,3,112.4625,3,March,2015
